Project ID Number,Lead_AQMD,n_aqmd_partners,n_county_partners,Agency_Name,Total_Funding,Total_GHG_Reductions,DAC_Funding,cost_per_ton,share_DAC,log_funding,cross_aqmd_collab,high_county_collab,SoCal_AQMD
Prescribed Fire Monitoring Program - June 2023,El Dorado,1,1,California Department of Forestry and Fire Protection,124849,0,,,,11.73486829570792,0,0,0
Prescribed Fire Monitoring Program June 2022 - 2019_GGRF,El Dorado,1,1,California Department of Forestry and Fire Protection,31775,0,,,,10.366466566844899,0,0,0
Prescribed Fire Monitoring Program June 2022 - 2020_GGRF,El Dorado,1,1,California Department of Forestry and Fire Protection,145140,0,,,,11.8854609627078,0,0,0
Prescribed Fire Monitoring Program June 2022 - 2021_GGRF,El Dorado,1,1,California Department of Forestry and Fire Protection,114420,0,,,,11.647639907515146,0,0,0
Prescribed Fire Monitoring Program June 2024,El Dorado,1,1,California Department of Forestry and Fire Protection,160991,0,,,,11.989109953291045,0,0,0
Q1996040,El Dorado,1,1,California Department of Fish and Wildlife,895000,6545,,136.74560733384263,,13.704580114574805,0,0,0
Q1996042,Bay Area,1,1,California Department of Fish and Wildlife,950000,4102,,231.59434422233056,,13.76421831620775,0,0,0
Q1996043,North Coast Unified,1,1,California Department of Fish and Wildlife,1997933,4979,,401.27194215705964,,14.507624204612,0,0,0
Q1996044,Great Basin Unified,1,1,California Department of Fish and Wildlife,789832,8706,,90.72271996324373,,13.579576809691616,0,0,0
Q1996045,North Coast Unified,1,1,California Department of Fish and Wildlife,852112,17131,,49.740937481758216,,13.655474426124972,0,0,0
Q1996046,San Joaquin Valley Unified,1,1,California Department of Fish and Wildlife,609999,121,,5041.3140495867765,,13.321214236149494,0,0,0
Q1996047,Bay Area,1,1,California Department of Fish and Wildlife,5577413,161960,,34.436978266238576,,15.534235786075373,0,0,0
REA-18-001,Bay Area,1,1,California Energy Commission,347205,1811,,191.72004417448923,,12.757673542725007,0,0,0
REA-18-002,Yolo-Solano,1,1,California Energy Commission,75976,1083,,70.15327793167128,,11.238185941887343,0,0,0
REA-18-004,Feather River,1,1,California Energy Commission,272220,2471,,110.16592472683124,,12.514369515378693,0,0,0
REA-18-006,Bay Area,1,1,California Energy Commission,349115,2296,,152.05357142857142,,12.763159524182655,0,0,0
REA-18-007,San Joaquin Valley Unified,1,1,California Energy Commission,31500,442,,71.26696832579185,,10.357774570341576,0,0,0
REA-18-008,Monterey Bay Unified,1,1,California Energy Commission,350000,3161,,110.72445428661815,,12.765691290604371,0,0,0
REA-18-009,San Joaquin Valley Unified,1,1,California Energy Commission,48290,932,,51.81330472103004,,10.785000486874338,0,0,0
REA-18-010,San Joaquin Valley Unified,1,1,California Energy Commission,32740,576,,56.84027777777778,,10.396383394136135,0,0,0
REA-18-011,San Luis Obispo,1,1,California Energy Commission,73407,413,,177.7409200968523,,11.203788200489042,0,0,0
REA-18-012,Monterey Bay Unified,1,1,California Energy Commission,350000,6755,,51.81347150259067,,12.765691290604371,0,0,0
REA-18-013,Monterey Bay Unified,1,1,California Energy Commission,350000,3398,,103.00176574455563,,12.765691290604371,0,0,0
REA-18-014,Feather River,1,1,California Energy Commission,37902,381,,99.48031496062993,,10.542785543610696,0,0,0
REA-18-015,San Joaquin Valley Unified,1,1,California Energy Commission,147000,2756,,53.33817126269957,,11.898194668458823,0,0,0
REA-18-016,San Diego,1,1,California Energy Commission,42551,1233,,34.51013787510138,,10.658482136422153,0,0,1
REA-18-017,San Joaquin Valley Unified,1,1,California Energy Commission,348482,3200,,108.900625,,12.761344727505104,0,0,0
REA-18-018,Monterey Bay Unified,1,1,California Energy Commission,302944,3833,,79.03574223845551,,12.621306549863277,0,0,0
REA-18-019,Monterey Bay Unified,1,1,California Energy Commission,349836,3191,,109.63209025383892,,12.765222610701302,0,0,0
REA-18-020,San Luis Obispo,1,1,California Energy Commission,298402,1205,,247.63651452282159,,12.606200200880508,0,0,0
REA-18-021,Monterey Bay Unified,1,1,California Energy Commission,349836,3090,,113.21553398058252,,12.765222610701302,0,0,0
REA-18-022,Monterey Bay Unified,1,1,California Energy Commission,349836,3880,,90.1639175257732,,12.765222610701302,0,0,0
REA-18-023,San Joaquin Valley Unified,1,1,California Energy Commission,348482,3196,,109.0369211514393,,12.761344727505104,0,0,0
REA-18-024,Glenn,1,1,California Energy Commission,300000,4260,,70.4225352112676,,12.611541086966115,0,0,0
REA-18-025,San Joaquin Valley Unified,1,1,California Energy Commission,31500,552,,57.06521739130435,,10.357774570341576,0,0,0
REA-18-026,San Joaquin Valley Unified,1,1,California Energy Commission,140000,2625,,53.333333333333336,,11.849404844423074,0,0,0
REA-18-027,San Joaquin Valley Unified,1,1,California Energy Commission,168000,3151,,53.316407489685815,,12.031725210748633,0,0,0
REA-18-028,San Joaquin Valley Unified,1,1,California Energy Commission,40375,577,,69.97400346620451,,10.605990828020099,0,0,0
REA-18-029,San Joaquin Valley Unified,1,1,California Energy Commission,81000,1132,,71.5547703180212,,11.302216779257382,0,0,0
REA-18-030,San Joaquin Valley Unified,1,1,California Energy Commission,144500,2334,,61.910882604970006,,11.881041706925902,0,0,0
REA-18-031,San Luis Obispo,1,1,California Energy Commission,348482,3204,,108.76466916354556,,12.761344727505104,0,0,0
REA-18-032,San Luis Obispo,1,1,California Energy Commission,348482,3204,,108.76466916354556,,12.761344727505104,0,0,0
REA-18-033,San Joaquin Valley Unified,1,1,California Energy Commission,349241,1255,,278.2796812749004,,12.763520370629227,0,0,0
REA-18-034,San Joaquin Valley Unified,1,1,California Energy Commission,300000,2852,,105.18934081346424,,12.611541086966115,0,0,0
REA-18-035,San Joaquin Valley Unified,1,1,California Energy Commission,131250,1957,,67.0669391926418,,11.784866799472464,0,0,0
REA-18-036,San Joaquin Valley Unified,1,1,California Energy Commission,33500,468,,71.58119658119658,,10.419330568113901,0,0,0
REA-18-037,San Joaquin Valley Unified,1,1,California Energy Commission,60000,824,,72.81553398058253,,11.002116507732017,0,0,0
REA-18-038,Monterey Bay Unified,1,1,California Energy Commission,350000,6633,,52.76647067691844,,12.765691290604371,0,0,0
REA-18-039,San Joaquin Valley Unified,1,1,California Energy Commission,349836,3220,,108.64472049689441,,12.765222610701302,0,0,0
REA-18-040,San Joaquin Valley Unified,1,1,California Energy Commission,349836,3220,,108.64472049689441,,12.765222610701302,0,0,0
REA-18-041,San Joaquin Valley Unified,1,1,California Energy Commission,25690,268,,95.85820895522389,,10.15389601499835,0,0,0
REA-18-042,Feather River,1,1,California Energy Commission,90405,715,,126.44055944055944,,11.41206591585918,0,0,0
REA-18-043,Monterey Bay Unified,1,1,California Energy Commission,76446,675,,113.25333333333333,,11.244352969253042,0,0,0
REA-19-001,San Joaquin Valley Unified,1,1,California Energy Commission,300000,7907,,37.941064879220946,,12.611541086966115,0,0,0
REA-19-002,San Joaquin Valley Unified,1,1,California Energy Commission,300000,24218,,12.387480386489388,,12.611541086966115,0,0,0
REA-19-003,Colusa,1,1,California Energy Commission,25733,188,,136.87765957446808,,10.155568353744936,0,0,0
REA-19-004,Colusa,1,1,California Energy Commission,300000,2063,,145.4192922927775,,12.611541086966115,0,0,0
RRU 3100 FY17-18,South Coast,1,1,California Department of Forestry and Fire Protection,2558307,0,,,,14.754856660440266,0,0,1
RRU 3540310 FY18-19,South Coast,1,1,California Department of Forestry and Fire Protection,1200670,0,,,,13.998391125149467,0,0,1
RRU 35403101 FY19-20,Bay Area,1,1,California Department of Forestry and Fire Protection,2236186,0,,,,14.620282741245003,0,0,0
RRU 35403101 FY20-21,Bay Area,1,1,California Department of Forestry and Fire Protection,1358623,0,,,,14.121982980826942,0,0,0
RRU 35403101 FY21-22,Bay Area,1,1,California Department of Forestry and Fire Protection,1038278,0,,,,13.853075092718619,0,0,0
RRU35403101FY22-23,Bay Area,1,1,California Department of Forestry and Fire Protection,1180046,0,,,,13.981064826157109,0,0,0
Rising Sun,Bay Area,1,1,California Workforce Development Board,600000,0,,,,13.304686600863562,0,0,0
Riverside_grantadmin_001,South Coast,1,1,California Strategic Growth Council,1793723,0,,,,14.399804463611499,0,0,1
Riverside_transformative_001,South Coast,1,1,California Strategic Growth Council,1215441,0,,,,14.01061835461093,0,0,1
Riverside_transformative_002,South Coast,1,1,California Strategic Growth Council,1085380,0,,,,13.897441635390969,0,0,1
Riverside_transformative_003,South Coast,1,1,California Strategic Growth Council,156500,0,,,,11.960817678718287,0,0,1
Riverside_transformative_004,South Coast,1,1,California Strategic Growth Council,1110000,0,,,,13.919871474189012,0,0,1
Riverside_urbangreening_001,South Coast,1,1,California Strategic Growth Council,1139049,11347,,100.38327311183573,,13.9457051396221,0,0,1
SA1,Sacramento Metro,1,1,California Air Resources Board,494384,0,,,,13.111069844859532,0,0,0
SAC ADMIN HQ,Sacramento Metro,1,1,California Department of Forestry and Fire Protection,3796281,0,,,,15.149532724677659,0,0,0
SAC ADMIN HQ FY19-20,Sacramento Metro,1,1,California Department of Forestry and Fire Protection,20956454,0,,,,16.85795727143335,0,0,0
SAC ADMIN HQ FY20-21,Sacramento Metro,1,1,California Department of Forestry and Fire Protection,17016158,0,,,,16.64967397996524,0,0,0
SAC ADMIN HQ FY21-22,Sacramento Metro,1,1,California Department of Forestry and Fire Protection,20195176,0,,,,16.82095437148692,0,0,0
SB,,0,1,California Air Resources Board,5000,57,,87.71929824561404,,8.517393171418904,0,0,0
SBC 3012 FY17-18,Santa Barbara,1,1,California Department of Forestry and Fire Protection,887576,0,,,,13.696250557131608,0,0,0
SB_IAE,,0,1,California Air Resources Board,23750,0,,,,10.075379913839544,0,0,0
SB_Y2,,0,1,California Air Resources Board,5000,56,,89.28571428571429,,8.517393171418904,0,0,0
SCU 1600 FY17-18,Bay Area,1,1,California Department of Forestry and Fire Protection,1188065,0,,,,13.98783733291713,0,0,0
SCU 3540160 FY18-19,Bay Area,1,1,California Department of Forestry and Fire Protection,439745,0,,,,12.993952566481118,0,0,0
SCU 35401601 FY19-20,Shasta,1,1,California Department of Forestry and Fire Protection,1513238,0,,,,14.229762944604765,0,0,0
SCU 35401601 FY20-21,Shasta,1,1,California Department of Forestry and Fire Protection,913775,0,,,,13.72534074381368,0,0,0
SCU 35401601 FY21-22,Shasta,1,1,California Department of Forestry and Fire Protection,978321,0,,,,13.793594138182039,0,0,0
SCU35401601FY22-23,Shasta,1,1,California Department of Forestry and Fire Protection,872782,0,,,,13.67944223576777,0,0,0
SDC,San Diego,1,1,California Workforce Development Board,749934,0,,,,13.527741815090055,0,0,1
SGC15100,Bay Area,1,1,California Strategic Growth Council,215147,0,215147.0,,1.0,12.279081442383427,0,0,0
SGC17101-IAE,South Coast,1,1,California Strategic Growth Council,195367,0,,,,12.182640238547052,0,0,1
SGC17104-IAE,South Coast,1,1,California Strategic Growth Council,150000,0,,,,11.918397239722838,0,0,1
SGC18105-IAE,South Coast,1,1,California Strategic Growth Council,83244,0,,,,11.329543345978953,0,0,1
SGC18107,North Coast Unified,1,1,California Strategic Growth Council,50477,0,,,,10.829292876778869,0,0,0
SGC18124-IAE,South Coast,1,1,California Strategic Growth Council,1499968,0,,,,14.220954999192214,0,0,1
SGC19108-IAE,Sacramento Metro,1,1,California Strategic Growth Council,475000,0,,,,13.07107218827772,0,0,0
SGC19111-IAE,South Coast,1,1,California Strategic Growth Council,475000,0,,,,13.07107218827772,0,0,1
SGC19116,Sacramento Metro,1,1,California Strategic Growth Council,150000,0,,,,11.918397239722838,0,0,0
SGC19153,South Coast,1,1,California Strategic Growth Council,141645,0,,,,11.861086266243637,0,0,1
SGC19156,San Diego,1,1,California Strategic Growth Council,394870,0,,,,12.886314408265171,0,0,1
SGC22111,Yolo-Solano,1,1,California Strategic Growth Council,100000,0,,,,11.51293546492023,0,0,0
SGC22121,Bay Area,1,1,California Strategic Growth Council,247120,0,,,,12.417633374201303,0,0,0
SGC22133,San Joaquin Valley Unified,1,1,California Strategic Growth Council,48999,0,,,,10.799575577092764,0,0,0
SGC23120,Bay Area,1,1,California Strategic Growth Council,1500000,0,,,,14.220976332738882,0,0,0
SHA,,0,1,California Air Resources Board,6929,59,,117.44067796610169,,8.84361509218395,0,0,0
SHA_2,,0,1,California Air Resources Board,3500,83,,42.16867469879518,,8.160803920954665,0,0,0
SHA_IAE,,0,1,California Air Resources Board,19000,0,,,,9.852246888342531,0,0,0
SHA_Y2,,0,1,California Air Resources Board,3500,49,,71.42857142857143,,8.160803920954665,0,0,0
SHA_Y3,,0,1,California Air Resources Board,10000,59,,169.4915254237288,,9.210440366976517,0,0,0
SHR,Bay Area,1,1,California Workforce Development Board,1000000,0,,,,13.815511557963774,0,0,0
SHU 2400 FY17-18,Shasta,1,1,California Department of Forestry and Fire Protection,1488312,0,,,,14.213153821717194,0,0,0
SHU 3540240 FY18-19,Shasta,1,1,California Department of Forestry and Fire Protection,795134,0,,,,13.586267190540914,0,0,0
SHU 35402401 FY19-20,Siskiyou,1,1,California Department of Forestry and Fire Protection,1699718,0,,,,14.345973501246219,0,0,0
SHU 35402401 FY20-21,Siskiyou,1,1,California Department of Forestry and Fire Protection,1052731,0,,,,13.866899247801534,0,0,0
SHU 35402401 FY21-22,Siskiyou,1,1,California Department of Forestry and Fire Protection,927643,0,,,,13.740403317477442,0,0,0
SHU35402401FY22-23,Siskiyou,1,1,California Department of Forestry and Fire Protection,1379021,0,,,,14.13688511023774,0,0,0
SIC,Northern Sierra,1,1,California Workforce Development Board,1000000,0,,,,13.815511557963774,0,0,0
SIS,,0,1,California Air Resources Board,7536,83,,90.79518072289157,,8.92757950384347,0,0,0
SIS_IAE,,0,1,California Air Resources Board,4750,0,,,,8.46611040118692,0,0,0
SIS_Y2,,0,1,California Air Resources Board,3500,30,,116.66666666666667,,8.160803920954665,0,0,0
SKU 2600 FY17-18,Siskiyou,1,1,California Department of Forestry and Fire Protection,1349088,0,,,,14.114940107809797,0,0,0
SKU 3540260 FY18-19,Siskiyou,1,1,California Department of Forestry and Fire Protection,388533,0,,,,12.870135961048046,0,0,0
SKU 35402601 FY19-20,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,1205435,0,,,,14.00235188518989,0,0,0
SKU 35402601 FY20-21,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,920973,0,,,,13.733187084654382,0,0,0
SKU 35402601 FY21-22,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,1100883,0,,,,13.911624051389433,0,0,0
SKU35402601FY22-23,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,1084880,0,,,,13.896980861522334,0,0,0
SLO,,0,1,California Air Resources Board,4000,57,,70.17543859649123,,8.294299608857235,0,0,0
SLO_2,,0,1,California Air Resources Board,2000,57,,35.08771929824562,,7.601402334583733,0,0,0
SLO_Y2,,0,1,California Air Resources Board,3600,56,,64.28571428571429,,8.188966863648876,0,0,0
SLO_Y3,,0,1,California Air Resources Board,10000,59,,169.4915254237288,,9.210440366976517,0,0,0
SLU 3400 FY17-18,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,1046475,0,,,,13.860938887017062,0,0,0
SLU 3540340 FY18-19,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,631946,0,,,,13.35656080885299,0,0,0
SLU 35403401 FY19-20,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,1037033,0,,,,13.851875273559433,0,0,0
SLU 35403401 FY20-21,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,865025,0,,,,13.670514843265758,0,0,0
SLU 35403401 FY21-22,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,585317,0,,,,13.279910568266198,0,0,0
SLU 3923 SRA Fee Backfill Misc FY17-18,San Luis Obispo,1,1,California Department of Forestry and Fire Protection,7500,0,,,,8.922791623969637,0,0,0
SLU35402401FY22-23,San Joaquin Valley Unified,1,1,California Department of Forestry and Fire Protection,931515,0,,,,13.744568645473151,0,0,0
SRA 9212 SRA FPF Grants FY17-18,Sacramento Metro,1,1,California Department of Forestry and Fire Protection,12216452,0,,,,16.3182942077078,0,0,0
SRA Fee Backfill Misc Totals FY17-18,Sacramento Metro,1,1,California Department of Forestry and Fire Protection,215996,0,,,,12.283019797680963,0,0,0
STEP-IG-01-P1,South Coast,1,1,California Air Resources Board,138740,0,,,,11.84036416464,0,0,1
STEP-IG-01-P2,South Coast,1,1,California Air Resources Board,410558,0,,,,12.925274924708859,0,0,1
STEP-IG-01-P3,South Coast,1,1,California Air Resources Board,274032,181,,1513.988950276243,,12.521003816074343,0,0,1
STEP-IG-01-P4,South Coast,1,1,California Air Resources Board,1498858,1311,,1143.2936689549963,,14.220214709952089,0,0,1
STEP-IG-01-P5,South Coast,1,1,California Air Resources Board,635790,-5,,,,13.362625171963872,0,0,1
STEP-IG-01-P6,South Coast,1,1,California Air Resources Board,217000,0,,,,12.28765724080691,0,0,1
STEP-IG-01-P7,South Coast,1,1,California Air Resources Board,65100,0,,,,11.083695189061785,0,0,1
STEP-IG-02-A1-P1,South Coast,1,1,California Air Resources Board,692000,0,,,,13.447342679685468,0,0,1
STEP-IG-02-A1-P10,South Coast,1,1,California Air Resources Board,658626,0,,,,13.397912644136317,0,0,1
STEP-IG-02-A1-P2,South Coast,1,1,California Air Resources Board,2567080,31,,82809.03225806452,,14.758280013699041,0,0,1
STEP-IG-02-A1-P3,South Coast,1,1,California Air Resources Board,2090854,946,,2210.2050739957717,,14.553083631195213,0,0,1
STEP-IG-02-A1-P4,South Coast,1,1,California Air Resources Board,2164765,98,,22089.438775510203,,14.587822830436446,0,0,1
STEP-IG-02-A1-P5,South Coast,1,1,California Air Resources Board,1040000,-2,,,,13.854732232655556,0,0,1
STEP-IG-02-A1-P6,South Coast,1,1,California Air Resources Board,1644527,0,,,,14.31296397091811,0,0,1
STEP-IG-02-A1-P7,South Coast,1,1,California Air Resources Board,1368446,0,,,,14.12918707817801,0,0,1
STEP-IG-02-A1-P8,South Coast,1,1,California Air Resources Board,600000,0,,,,13.304686600863562,0,0,1
STEP-IG-02-A1-P9,South Coast,1,1,California Air Resources Board,1017000,0,,,,13.832368658314383,0,0,1
STEP-IG-03-P1,San Joaquin Valley Unified,1,1,California Air Resources Board,250000,0,,,,12.429220196836383,0,0,0
STEP-IG-03-P2,San Joaquin Valley Unified,1,1,California Air Resources Board,849200,0,,,,13.652051186389443,0,0,0
STEP-IG-03-P3,San Joaquin Valley Unified,1,1,California Air Resources Board,1123047,151,,7437.397350993378,,13.931556975460746,0,0,0
STEP-IG-03-P4,San Joaquin Valley Unified,1,1,California Air Resources Board,2752800,1370,,2009.3430656934306,,14.828129496731833,0,0,0
STEP-IG-03-P5,San Joaquin Valley Unified,1,1,California Air Resources Board,1104000,26,,42461.53846153846,,13.914451411615868,0,0,0
STEP-IG-03-P6,San Joaquin Valley Unified,1,1,California Air Resources Board,320600,0,,,,12.677952638304316,0,0,0
STEP-IG-03-P7,San Joaquin Valley Unified,1,1,California Air Resources Board,1080739,356,,3035.7837078651687,,13.89315654965339,0,0,0
STEP-IG-04-A1-P1,Bay Area,1,1,California Air Resources Board,504480,0,,,,13.13128545701606,0,0,0
STEP-IG-04-A1-P2,Bay Area,1,1,California Air Resources Board,8563524,0,,,,15.963022462417381,0,0,0
STEP-IG-04-A1-P3,Bay Area,1,1,California Air Resources Board,0,53,,,,0.0,0,0,0
STEP-IG-04-A1-P4,Bay Area,1,1,California Air Resources Board,878591,0,,,,13.686075905087415,0,0,0
STEP-IG-04-A1-P5,Bay Area,1,1,California Air Resources Board,402750,0,,,,12.906073783965995,0,0,0
STEP-IG-04-A1-P6,Bay Area,1,1,California Air Resources Board,219755,0,,,,12.30027311892895,0,0,0
STEP-IG-05-P1,Bay Area,1,1,California Air Resources Board,291659,0,,,,12.583344019267557,0,0,0
STEP-IG-05-P2,Bay Area,1,1,California Air Resources Board,654194,0,,,,13.39116075113456,0,0,0
STEP-IG-05-P3,Bay Area,1,1,California Air Resources Board,6307114,15,,420474.26666666666,,15.657188919188133,0,0,0
STEP-IG-05-P4,Bay Area,1,1,California Air Resources Board,364330,67,,5437.761194029851,,12.805818074078475,0,0,0
STEP-IG-05-P5,Bay Area,1,1,California Air Resources Board,48075,323,,148.8390092879257,,10.78053837107268,0,0,0
STEP-PG-01,South Coast,1,1,California Air Resources Board,200000,0,,,,12.206077645517674,0,0,1
STEP-PG-02,San Joaquin Valley Unified,1,1,California Air Resources Board,200000,0,,,,12.206077645517674,0,0,0
STEP-PG-03,San Diego,1,1,California Air Resources Board,199248,0,,,,12.20231057781929,0,0,1
STEP-PG-04,South Coast,1,1,California Air Resources Board,205108,0,,,,12.23129682413137,0,0,1
STEP-PG-05,Santa Barbara,1,1,California Air Resources Board,182158,0,,,,12.11263521104315,0,0,0
STEP-PG-06,Bay Area,1,1,California Air Resources Board,184754,0,,,,12.126785902043695,0,0,0
STEP-PG-07,South Coast,1,1,California Air Resources Board,230500,0,,,,12.348010479804223,0,0,1
STEP-PG-08,Bay Area,1,1,California Air Resources Board,299998,0,,,,12.61153442029945,0,0,0
SWE10001,Monterey Bay Unified,1,1,California Department of Food and Agriculture,7329,22,7329.0,333.1363636363636,1.0,8.899730794880696,0,0,0
SWE10004,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,29,0.0,1724.1379310344828,0.0,10.819798284210286,0,0,0
SWE10005,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,40686,220,40686.0,184.93636363636364,1.0,10.613663910088935,0,0,0
SWE10006,Feather River,1,1,California Department of Food and Agriculture,50000,687,0.0,72.7802037845706,0.0,10.819798284210286,0,0,0
SWE10007,Monterey Bay Unified,1,1,California Department of Food and Agriculture,50000,538,0.0,92.93680297397769,0.0,10.819798284210286,0,0,0
SWE10009,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,170,50000.0,294.11764705882354,1.0,10.819798284210286,0,0,0
SWE10010,Monterey Bay Unified,1,1,California Department of Food and Agriculture,50000,118,0.0,423.728813559322,0.0,10.819798284210286,0,0,0
SWE10011,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,96,50000.0,520.8333333333334,1.0,10.819798284210286,0,0,0
SWE10012,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,96,50000.0,520.8333333333334,1.0,10.819798284210286,0,0,0
SWE10013,Monterey Bay Unified,1,1,California Department of Food and Agriculture,16620,128,16620.0,129.84375,1.0,9.71842223507111,0,0,0
SWE10015,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,46,50000.0,1086.9565217391305,1.0,10.819798284210286,0,0,0
SWE10016,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,2,50000.0,25000.0,1.0,10.819798284210286,0,0,0
SWE10017,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,132,50000.0,378.7878787878788,1.0,10.819798284210286,0,0,0
SWE10018,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,55,50000.0,909.0909090909091,1.0,10.819798284210286,0,0,0
SWE10019,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,18,50000.0,2777.777777777778,1.0,10.819798284210286,0,0,0
SWE10022,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,32,50000.0,1562.5,1.0,10.819798284210286,0,0,0
SWE10023,San Luis Obispo,1,1,California Department of Food and Agriculture,18219,40,0.0,455.475,0.0,9.810275170813949,0,0,0
SWE10024,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,45775,153,45775.0,299.1830065359477,1.0,10.73151521528989,0,0,0
SWE10025,Monterey Bay Unified,1,1,California Department of Food and Agriculture,50000,47,0.0,1063.8297872340424,0.0,10.819798284210286,0,0,0
SWE10026,San Luis Obispo,1,1,California Department of Food and Agriculture,12898,9,0.0,1433.111111111111,0.0,9.464905067965136,0,0,0
SWE10027,Monterey Bay Unified,1,1,California Department of Food and Agriculture,50000,18,0.0,2777.777777777778,0.0,10.819798284210286,0,0,0
SWE10028,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,41,50000.0,1219.5121951219512,1.0,10.819798284210286,0,0,0
SWE10029,San Luis Obispo,1,1,California Department of Food and Agriculture,4657,51,0.0,91.31372549019608,0.0,8.446341450444287,0,0,0
SWE10030,Santa Barbara,1,1,California Department of Food and Agriculture,30296,45,0.0,673.2444444444444,0.0,10.318803976694667,0,0,0
SWE10031,Monterey Bay Unified,1,1,California Department of Food and Agriculture,48044,166,0.0,289.421686746988,0.0,10.779893350711369,0,0,0
SWE10034,San Luis Obispo,1,1,California Department of Food and Agriculture,3997,1,0.0,3997.0,0.0,8.293549515060345,0,0,0
SWE10035,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,27940,11,27940.0,2540.0,1.0,10.237850423151144,0,0,0
SWE10036,Monterey Bay Unified,1,1,California Department of Food and Agriculture,35679,223,35679.0,159.99551569506727,1.0,10.482345586693945,0,0,0
SWE10037,Tehama,1,1,California Department of Food and Agriculture,15874,16,0.0,992.125,0.0,9.672500823760892,0,0,0
SWE10038,Monterey Bay Unified,1,1,California Department of Food and Agriculture,50000,370,0.0,135.13513513513513,0.0,10.819798284210286,0,0,0
SWE10040,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,583,50000.0,85.76329331046313,1.0,10.819798284210286,0,0,0
SWE10041,San Luis Obispo,1,1,California Department of Food and Agriculture,6494,10,0.0,649.4,0.0,8.7787879291047,0,0,0
SWE10042,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,28016,92,28016.0,304.5217391304348,1.0,10.240566747777828,0,0,0
SWE10043,Yolo-Solano,1,1,California Department of Food and Agriculture,50000,6,0.0,8333.333333333334,0.0,10.819798284210286,0,0,0
SWE10047,San Diego,1,1,California Department of Food and Agriculture,50000,765,0.0,65.359477124183,0.0,10.819798284210286,0,0,1
SWE10048,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,29085,456,29085.0,63.7828947368421,1.0,10.278012237737656,0,0,0
SWE10049,Antelope Valley,1,1,California Department of Food and Agriculture,50000,5308,0.0,9.419743782969103,0.0,10.819798284210286,0,0,0
SWE10050,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,197,50000.0,253.80710659898477,1.0,10.819798284210286,0,0,0
SWE10052,Butte,1,1,California Department of Food and Agriculture,25000,130,0.0,192.30769230769232,0.0,10.12667110305036,0,0,0
SWE10055,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,555,50000.0,90.09009009009009,1.0,10.819798284210286,0,0,0
SWE10056,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,1,50000.0,50000.0,1.0,10.819798284210286,0,0,0
SWE10057,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,22294,10,22294.0,2229.4,1.0,10.012117717061576,0,0,0
SWE10059,Yolo-Solano,1,1,California Department of Food and Agriculture,11598,1,0.0,11598.0,0.0,9.358674166481876,0,0,0
SWE10060,Bay Area,1,1,California Department of Food and Agriculture,50000,17,0.0,2941.176470588235,0.0,10.819798284210286,0,0,0
SWE10063,Butte,1,1,California Department of Food and Agriculture,50000,1962,0.0,25.4841997961264,0.0,10.819798284210286,0,0,0
SWE10064,Monterey Bay Unified,1,1,California Department of Food and Agriculture,38223,42,0.0,910.0714285714286,0.0,10.551218869565592,0,0,0
SWE10065,Kern,1,1,California Department of Food and Agriculture,30789,275,0.0,111.96,0.0,10.334945240918547,0,0,0
SWE10067,South Coast,1,1,California Department of Food and Agriculture,8774,3,0.0,2924.6666666666665,0.0,9.079662048334066,0,0,1
SWE10068,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,167,50000.0,299.4011976047904,1.0,10.819798284210286,0,0,0
SWE10072,San Joaquin Valley Unified,1,1,California Department of Food and Agriculture,50000,423,0.0,118.2033096926714,0.0,10.819798284210286,0,0,0
